hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,sy_dist
TOI-2236,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.5315902,0.05009,14.37,1688,355.59
TOI-2236,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.5315897,,14.212,1349,355.59
TOI-2257,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.189346,0.145,2.194,256,57.7911
TOI-2257,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.18964444,,2.225,231,57.7911
TOI-2260,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.3524728,0.0097,1.62,2609,101.251
TOI-2260,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.35245859,,1.651,2319,101.251
TOI-2285,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),27.26955,0.1363,1.74,284,42.409
TOI-2285,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),27.26952215,,1.904,287,42.409
TOI-2337,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.9943066,,10.56,1812,536.046
TOI-2337,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.99432,,10.088,,536.046
TOI-237,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.433729,,1.742,344,38.0749
TOI-237,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.436098,0.0341,1.44,388,38.0749
TOI-237,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.436147,,,,38.0749
TOI-2406,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.0766896,0.0228,2.94,447,55.419
TOI-2406,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.07668275,,2.779,410,55.419
TOI-2411,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.78276495,,1.747,1289,59.5362
TOI-2411,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.7826942,0.0144,1.68,1355,59.5362
TOI-2421,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.3474032,0.0543,10.368,1534,327.927
TOI-2421,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.3474,,10.753,1475,327.927
TOI-2427,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.30613,,1.998,783,28.5147
TOI-2427,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.3060011,0.0202,1.8,1117,28.5147
TOI-2445,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.3711281,0.0064,1.25,1060,48.582
TOI-2445,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.37113344,,1.406,964,48.582
TOI-251,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.93777,0.05741,2.74,,99.523
TOI-251,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.9377254,,,,99.523
TOI-251,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.93770132,,3.029,1041,99.523
TOI-2545,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.99403672,,2.558,1023,107.118
TOI-2545,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.994037,,2.75,,107.118
TOI-2567,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.983944,0.0672,10.929,1352,504.775
TOI-2567,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.9839451,,10.836,1315,504.775
TOI-257,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.38818,0.1528,7.163,1027,76.9028
TOI-257,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.38770809,,6.379,972,76.9028
TOI-2570,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.9887615,0.04145,13.641,1431,361.857
TOI-2570,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.9887607,,14.439,1328,361.857
TOI-2669,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.2034438,,10.139,1182,393.443
TOI-2669,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.2034,,19.728,,393.443
TOI-269,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.69772375,,2.917,534,57.0225
TOI-269,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.6977104,0.0345,2.77,531,57.0225
TOI-270,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.36013771,,1.184,539,22.4793
TOI-270,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.36008,0.0306,1.247,528,22.4793
TOI-270,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.3601538,0.03197,1.206,581,22.4793
TOI-270,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.6605731,0.04526,2.355,488,22.4793
TOI-270,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.66056932,,2.407,453,22.4793
TOI-270,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.660172,0.0472,2.42,424,22.4793
TOI-270,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.379573,0.0721,2.133,387,22.4793
TOI-270,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.38014,0.0733,2.13,340,22.4793
TOI-270,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.37956534,,2.254,359,22.4793
TOI-277,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.994,0.0269,2.65,,64.6692
TOI-277,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.99344183,,4.256,588,64.6692
TOI-3331 A,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.0180231,0.03144,12.98,1488,217.193
TOI-3331 A,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.0180196,,12.168,1330,217.193
TOI-3362,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.09547,0.153,12.801,,366.987
TOI-3362,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.0954753,,11.902,643,366.987
TOI-3540 A,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.11984039,,12.176,1325,
TOI-3540 A,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.119999,0.04289,23.539,1498,
TOI-3629,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.93621723,,7.97,629,130.091
TOI-3629,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.936551,0.043,8.295,690,130.091
TOI-3693,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.088516,0.0813,12.599,801,176.436
TOI-3693,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.0881638,,12.897,765,176.436
TOI-3714,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.154849,0.027,11.321,750,112.71
TOI-3714,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.1548334,,11.178,704,112.71
TOI-3757,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.438753,0.03845,12,759,181.139
TOI-3757,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.4389623,,11.971,727,181.139
TOI-3884,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.5445697,0.0354,6,463,43.1448
TOI-3884,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.5445569,,5.718,429,43.1448
TOI-411,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.04041304,,1.547,1256,62.7792
TOI-411,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.040301,0.0528,1.72,1378,62.7792
TOI-411,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.57307064,,2.305,942,62.7792
TOI-411,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.573096,0.0939,2.74,1033,62.7792
TOI-4137,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.8016122,0.05222,13.574,1570,334.993
TOI-4137,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.8016217,,13.637,1418,334.993
TOI-421,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.19768584,,1.926,911,74.7969
TOI-421,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.19672,0.056,2.68,981,74.7969
TOI-421,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.06819,0.1189,5.09,674,74.7969
TOI-421,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.06752202,,4.791,625,74.7969
